accuracy,efficiency,percentage,reduce_efficiency,dataset,algorithm
0.75,0.002818584442138672,6.591639871382637,0.5587270259857178,credita-7,snn
0.7647058823529411,0.0024933815002441406,6.913183279742765,1.8937370777130127,credita-8,drop2
0.7681159420289855,0.007770061492919922,88.08373590982286,0.058714866638183594,credita-2,enn
0.7714285714285715,0.003123760223388672,6.129032258064516,0.6340181827545166,credita-3,snn
0.782608695652174,0.002536773681640625,4.99194847020934,2.219313859939575,credita-2,drop2
0.7941176470588235,0.0026264190673828125,6.430868167202572,1.9979195594787598,credita-7,drop2
0.7971014492753623,0.007437705993652344,100.0,1.4543533325195312e-05,credita-2,no
0.7971014492753623,0.002817869186401367,8.21256038647343,0.6135621070861816,credita-4,snn
0.8169014084507042,0.0028078556060791016,5.977382875605816,2.0747432708740234,credita-0,drop2
0.8260869565217391,0.002741098403930664,5.475040257648954,1.9293878078460693,credita-4,drop2
0.8382352941176471,0.006854057312011719,87.94212218649518,0.05175137519836426,credita-8,enn
0.8382352941176471,0.007417917251586914,100.0,1.1444091796875e-05,credita-7,no
0.8382352941176471,0.0070917606353759766,88.26366559485531,0.050581932067871094,credita-7,enn
0.8382352941176471,0.002933979034423828,10.128617363344052,0.5229635238647461,credita-8,snn
0.8405797101449275,0.0027701854705810547,7.085346215780999,0.7943735122680664,credita-2,snn
0.8450704225352113,0.0070531368255615234,88.69143780290791,0.05185294151306152,credita-0,enn
0.8529411764705882,0.002794504165649414,8.842443729903536,0.4786703586578369,credita-9,snn
0.8571428571428571,0.002508878707885742,4.67741935483871,2.133460283279419,credita-3,drop2
0.8676470588235294,0.0076274871826171875,100.0,1.6927719116210938e-05,credita-8,no
0.8676470588235294,0.0025479793548583984,4.501607717041801,2.042880058288574,credita-9,drop2
0.8695652173913043,0.007437467575073242,100.0,1.1682510375976562e-05,credita-4,no
0.8695652173913043,0.006764650344848633,87.60064412238326,0.05156373977661133,credita-4,enn
0.8732394366197183,0.008064985275268555,100.0,1.4066696166992188e-05,credita-0,no
0.8823529411764706,0.006856441497802734,87.13826366559485,0.051000118255615234,credita-9,enn
0.8857142857142857,0.007654905319213867,100.0,1.3113021850585938e-05,credita-1,no
0.8857142857142857,0.0029714107513427734,9.193548387096774,0.5712802410125732,credita-1,snn
0.8857142857142857,0.006894826889038086,88.06451612903226,0.0501558780670166,credita-1,enn
0.8857142857142857,0.006868600845336914,87.74193548387096,0.04883432388305664,credita-3,enn
0.8857142857142857,0.0028498172760009766,4.516129032258065,2.2147176265716553,credita-1,drop2
0.8873239436619719,0.003207683563232422,9.854604200323102,0.5283503532409668,credita-0,snn
0.8970588235294118,0.0029256343841552734,9.32475884244373,0.5300471782684326,credita-5,snn
0.8970588235294118,0.006767749786376953,86.81672025723472,0.05061960220336914,credita-5,enn
0.8985507246376812,0.0029883384704589844,8.856682769726248,0.5222682952880859,credita-6,snn
0.9117647058823529,0.007580280303955078,100.0,2.1457672119140625e-05,credita-9,no
0.9117647058823529,0.002481698989868164,7.07395498392283,1.8685312271118164,credita-5,drop2
0.9130434782608695,0.007486581802368164,100.0,1.1682510375976562e-05,credita-6,no
0.9130434782608695,0.002599477767944336,5.152979066022544,1.9984099864959717,credita-6,drop2
0.9130434782608695,0.006686210632324219,86.63446054750402,0.049494266510009766,credita-6,enn
0.9142857142857143,0.007523059844970703,100.0,1.2159347534179688e-05,credita-3,no
0.9264705882352942,0.007319450378417969,100.0,1.1205673217773438e-05,credita-5,no
